Material.ID,Formula,DOI,Crystal.System,Piezoelectric.Modulus,a,b,c,alpha,beta,gamma,Space.Group.Number,Space.Group.Symbol,CDM
mp-568968,K2SnHgSe4,10.1038/sdata.2015.53,Tetragonal,0.178595,6.83149703,6.83149703,6.83149703,105.8413746,105.8413746,117.0038243,121,I-42m,0.5629
mp-1079645,K2CdSnSe4,10.1038/sdata.2015.53,Tetragonal,0.14009,6.84201355,6.84201252,6.84201304,105.5257345,105.5257411,117.6880622,121,I-42m,0.562
mp-1080691,Rb2SnHgTe4,10.1038/sdata.2015.53,Tetragonal,0.25751,7.35137689,7.35137689,7.35137689,105.1052463,105.1052463,118.6079828,121,I-42m,0.5605
mp-539,Ga2S3,10.1038/sdata.2015.53,Monoclinic,0.361883208,6.45523076,6.47659095,7.05343939,116.5350282,90,119.8909504,9,Cc,0.5603
mp-13868,PdF4,10.1038/sdata.2015.53,Orthorhombic,0.693979395,5.415147,5.41514666,5.50946934,105.932716,105.9327041,116.1945682,43,Fdd2,0.5594
mp-555166,BaAg2SnS4,10.1038/sdata.2015.53,Orthorhombic,0.11555,6.46721042,6.46721042,6.46721042,116.0716621,111.9224993,100.7866792,23,I222,0.5592
mp-11674,Al2Se3,10.1038/sdata.2015.53,Monoclinic,0.242694188,6.77603462,6.79651576,7.38078142,116.526,90,119.9003599,9,Cc,0.5581
mp-697139,PHN2,10.1038/sdata.2015.53,Orthorhombic,0.52974,4.67373037,4.69039723,7.02450361,90,90,90,19,P2_12_12_1,0.5575
mp-19123,Rb2LiVO4,10.1038/sdata.2015.53,Orthorhombic,0.108558319,6.53821624,6.53821624,7.87547292,90,90,126.7761702,36,Cmc2_1,0.557
mp-568228,RbLaSi(CN2)4,10.1038/sdata.2015.53,Tetragonal,1.984726761,7.01689481,7.01689481,7.01689481,104.1889404,104.1889404,120.6478111,82,I-4,0.5569
mp-8943,PtF4,10.1038/sdata.2015.53,Orthorhombic,0.741058365,5.44433432,5.44433531,5.56862666,105.3467743,105.3467812,117.2964798,43,Fdd2,0.5566
mp-12015,KAg2AsO4,10.1038/sdata.2015.53,Tetragonal,0.27502,5.57101007,5.57101007,5.57101007,114.7450916,114.7450916,99.37155361,121,I-42m,0.5564
mp-19896,Li2GePbS4,10.1038/sdata.2015.53,Tetragonal,4.69449,6.10099473,6.10099473,6.10099473,114.8399196,114.8399196,99.19709218,121,I-42m,0.556
mp-23576,CsSbClF3,10.1038/sdata.2015.53,Tetragonal,0.38539,9.2698245,9.2698245,9.2698245,115.0350578,115.0350578,98.8387725,121,I-42m,0.5551
mp-1095291,Li2SnSe3,10.1038/sdata.2015.53,Monoclinic,0.603957048,7.25943889,7.27392101,7.86713448,116.5866613,90,119.9341612,9,Cc,0.555
mp-557437,KBi(PS3)2,10.1038/sdata.2015.53,Monoclinic,1.18119596,7.571163,6.758926,10.0575611,87.78096277,90,90,4,P2_1,0.545
mp-12180,NaS2,10.1038/sdata.2015.53,Tetragonal,0.221923111,8.93840577,8.93840521,8.93840506,98.56182035,115.1862253,115.1862226,122,I-42d,0.5543
mp-28719,Ba(AuF4)2,10.1038/sdata.2015.53,Tetragonal,0.304393464,7.85981272,7.85985996,7.85968764,103.1481525,103.1453324,123.0330631,82,I-4,0.552
mp-541190,Cs2LiVO4,10.1038/sdata.2015.53,Orthorhombic,0.26349806,6.97662676,6.97662676,8.333797,90,90,127.8603202,36,Cmc2_1,0.5507
mp-28477,Sr(ClO3)2,10.1038/sdata.2015.53,Orthorhombic,2.59217,6.85732663,6.85732578,7.30681797,106.2021495,106.2021509,113.9140485,43,Fdd2,0.5495
mp-17244,Ba2ZnGe2S6O,10.1038/sdata.2015.53,Tetragonal,0.1605,9.746411,9.746411,6.527622,90,90,90,113,P-42_1m,0.5488
mp-556592,TlBi(PS3)2,10.1038/sdata.2015.53,Monoclinic,1.096229392,7.586252,6.774259,10.02260351,88.53916173,90,90,4,P2_1,0.5391
mp-23871,CsMnP3HO10,10.1038/sdata.2015.53,Monoclinic,0.20585818,6.33504922,6.33504922,6.60529833,73.45161492,73.45161492,87.74702512,5,C2,0.3604
mp-12532,KAg2PS4,10.1038/sdata.2015.53,Tetragonal,0.22335,6.35157196,6.35157196,6.35157196,95.13316588,117.0819589,117.0819589,121,I-42m,0.5431
mp-28471,Li3AsS3,10.1038/sdata.2015.53,Orthorhombic,0.324586328,6.64129102,8.04813258,9.81699727,90,90,90,33,Pna2_1,0.5421
mp-7610,Li2CaSiO4,10.1038/sdata.2015.53,Tetragonal,1.58752,4.87726339,4.87726339,4.87726339,117.6406252,117.6406252,94.13756868,121,I-42m,0.5392
mp-7801,CaGeN2,10.1038/sdata.2015.53,Tetragonal,3.130698368,5.25029255,5.25029317,5.25029279,94.05217846,117.6887089,117.6887123,122,I-42d,0.5388
mp-7123,KSb(PSe3)2,10.1038/sdata.2015.53,Monoclinic,0.406220531,8.208081,7.04295,10.35529926,88.33248624,90,90,4,P2_1,0.5312
mp-7611,Li2CaGeO4,10.1038/sdata.2015.53,Tetragonal,1.75753,4.99718008,4.99718008,4.99718008,93.77581814,117.8445056,117.8445056,121,I-42m,0.5376
mp-550959,KNiIO6,10.1038/sdata.2015.53,Trigonal,0.252836994,5.02106848,5.02106848,6.117323,90,90,120.0000064,149,P312,0.5366
mp-556609,KSb(PS3)2,10.1038/sdata.2015.53,Monoclinic,0.461049701,7.877652,6.760634,9.90608372,87.60755304,90,90,4,P2_1,0.5252
mp-29703,BaSi7N10,10.1038/sdata.2015.53,Monoclinic,0.422080669,6.72166764,6.87598128,9.62714742,73.75917098,90,90,7,Pc,0.4703
mp-23996,BeH8SO8,10.1038/sdata.2015.53,Tetragonal,0.170200602,7.73942879,7.73942879,7.73942879,118.3212542,118.3212542,92.93312949,120,I-4c2,0.5339
mp-571093,BaAlSiH,10.1038/sdata.2015.53,Trigonal,0.514015612,4.33422752,4.33422752,5.262552,90,90,119.9999927,156,P3m1,0.5318
mp-557414,BaSi6N8O,10.1038/sdata.2015.53,Orthorhombic,1.497362511,6.82911417,6.82911417,6.82911417,138.2106605,106.4990159,88.30386151,44,Imm2,0.5305
mp-558990,K2Sr(PO3)4,10.1038/sdata.2015.53,Tetragonal,0.186777018,7.42547063,7.42547063,7.42547063,118.740773,118.740773,92.19524343,82,I-4,0.5305
mp-1079666,Ba2CdAs2,10.1038/sdata.2015.53,Orthorhombic,0.582351563,9.08838161,9.08838161,8.16981517,90,90,150.488088,36,Cmc2_1,0.5304
mp-18220,LiAlSiO4,10.1038/sdata.2015.53,Trigonal,0.168733626,8.31089467,8.31089491,8.31089528,107.8259958,107.8259879,107.8259792,146,R3,0.5303
mp-22993,AgClO4,10.1038/sdata.2015.53,Tetragonal,0.26678,4.83708932,4.83708848,4.83708905,92.04375941,118.8271394,118.8271238,121,I-42m,0.5297
mp-863678,KZn4(SbO4)3,10.1038/sdata.2015.53,Trigonal,0.801530884,6.84340613,6.84340613,6.84340698,107.7569255,107.7569255,107.7569288,146,R3,0.5287
mp-29163,Ag2TeS3,10.1038/sdata.2015.53,Monoclinic,1.123033618,6.70829113,6.70829192,7.99419316,102.8321697,102.8321788,118.8039283,9,Cc,0.5285
mp-1019525,Ba3ZnB5PO14,10.1038/sdata.2015.53,Orthorhombic,0.413230262,7.183453,8.322833,10.491216,90,90,90,31,Pmn2_1,0.5257
mp-1105300,TlSb(PS3)2,10.1038/sdata.2015.53,Monoclinic,0.46966308,7.88197,6.787618,9.87880785,88.04318501,90,90,4,P2_1,0.5171
mp-27755,KAlCl4,10.1038/sdata.2015.53,Monoclinic,0.191475323,10.68206,7.343674,9.54325315,86.63414749,90,90,4,P2_1,0.5147
mp-1190809,Li8TeN2,10.1038/sdata.2015.53,Tetragonal,0.399625,7.2361147,7.2361147,7.2361147,120.1655163,120.1655163,89.71355556,109,I4_1md,0.5245
mp-632326,HCl,10.1038/sdata.2015.53,Orthorhombic,0.198311735,3.95422039,5.20841896,3.95422039,90,80.15281334,90,36,Cmc2_1,0.4909
mp-17885,Ba2Ge2Te5,10.1038/sdata.2015.53,Orthorhombic,0.280354144,9.33584056,10.07829695,13.61773952,90,90,90,33,Pna2_1,0.5223
mp-561395,Na2FeNiF7,10.1038/sdata.2015.53,Orthorhombic,6.649797918,7.40564777,7.40564777,7.40564777,120.9255915,118.5686135,90.45061935,44,Imm2,0.5214
mp-10572,NaPN2,10.1038/sdata.2015.53,Tetragonal,1.436437612,4.93525784,4.93525847,4.93525828,90.28313149,119.8366818,119.8366604,122,I-42d,0.5206
mp-973793,Li8SeN2,10.1038/sdata.2015.53,Tetragonal,0.59709,7.00461752,7.00462052,7.00430287,119.8545596,119.854486,90.2491365,109,I4_1md,0.5204
mp-11773,Nd3GaO6,10.1038/sdata.2015.53,Orthorhombic,0.425584473,5.60430283,7.38902777,7.38902801,102.8252173,90,90,36,Cmc2_1,0.5198
mp-1189598,Y3GaS6,10.1038/sdata.2015.53,Orthorhombic,0.21599,8.52511842,8.52511842,6.45084557,90,90,102.394072,36,Cmc2_1,0.5191
mp-27255,Ga2TeS2,10.1038/sdata.2015.53,Tetragonal,0.195655431,7.14449397,7.14449441,7.17648632,119.8526405,119.8526411,90.00000271,109,I4_1md,0.5173
mp-7290,Er3GaS6,10.1038/sdata.2015.53,Orthorhombic,0.31627901,6.38823605,8.43151277,8.43151251,102.3910906,90,90,36,Cmc2_1,0.5173
mp-1105142,TlSb(PSe3)2,10.1038/sdata.2015.53,Monoclinic,0.422382567,8.087078,7.04,10.19709341,88.95087127,90,90,4,P2_1,0.5124
mp-31110,Sm3GaO6,10.1038/sdata.2015.53,Orthorhombic,0.445206067,5.53254422,7.27667005,7.27667026,102.8196887,90,90,36,Cmc2_1,0.5164
mp-561446,BaCa(GaO2)4,10.1038/sdata.2015.53,Orthorhombic,1.109914032,6.76962977,6.76962977,6.76962977,134.4665553,103.9926587,93.30835598,44,Imm2,0.514
mp-29931,VRe2O9,10.1038/sdata.2015.53,Orthorhombic,0.396594661,7.84338437,7.84338437,8.86401379,90,90,137.4212549,36,Cmc2_1,0.5134
mp-1207108,BaAlGeH,10.1038/sdata.2015.53,Trigonal,0.557707,4.38231601,4.38231601,5.250054,90,90,120.0000002,156,P3m1,0.5133
mp-28423,Ga2TeSe2,10.1038/sdata.2015.53,Tetragonal,0.136242193,7.341017,7.34101756,7.48985871,119.3447604,119.3447667,90,109,I4_1md,0.5114
mp-554206,Cs2Al2As2O7,10.1038/sdata.2015.53,Orthorhombic,0.70794,7.34830718,7.34830718,7.34830718,135.5205945,103.9897812,92.56477521,44,Imm2,0.5096
mp-3933,Mg2PN3,10.1038/sdata.2015.53,Orthorhombic,2.710455144,4.70687708,5.61704675,5.61704662,119.6445176,90,90,36,Cmc2_1,0.5058
mp-3277,BAsO4,10.1038/sdata.2015.53,Tetragonal,0.621588432,4.4918697,4.49187062,4.65712384,118.8329889,118.8329791,90,82,I-4,0.5054
mp-29515,PH2F3,10.1038/sdata.2015.53,Orthorhombic,0.218025911,4.84339443,4.84339365,6.03623778,90,90,110.3568668,36,Cmc2_1,0.5044
mp-5046,BeSO4,10.1038/sdata.2015.53,Tetragonal,0.190933847,4.50670871,4.50670899,4.68802515,118.7286354,118.7286591,89.99999591,82,I-4,0.5042
mp-632229,HBr,10.1038/sdata.2015.53,Orthorhombic,0.24176238,4.23107198,5.45230609,4.23107198,90,79.46190353,90,36,Cmc2_1,0.4678
mp-3589,BPO4,10.1038/sdata.2015.53,Tetragonal,0.391606461,4.3438444,4.34384429,4.527922,118.6640549,118.6640544,89.99999627,82,I-4,0.5034
mp-27726,SO2,10.1038/sdata.2015.53,Orthorhombic,0.145269644,4.20841894,4.20841979,5.90349217,90,90,92.92126675,41,Aea2,0.5023
mp-7684,Tl3AsSe3,10.1038/sdata.2015.53,Trigonal,0.97392975,6.30265695,6.30265695,6.30265695,106.6489646,106.6489695,106.6489654,160,R3m,0.5021
mp-14232,LiBO2,10.1038/sdata.2015.53,Tetragonal,0.989246627,4.17704677,4.17704696,4.40117732,118.3292405,118.3292455,90,122,I-42d,0.4995
mp-20790,InPS4,10.1038/sdata.2015.53,Tetragonal,0.274444178,5.7271848,5.72718437,6.08352201,118.0805904,118.0805875,89.99999862,82,I-4,0.4965
mp-978847,SrGaGeH,10.1038/sdata.2015.53,Trigonal,0.358322073,4.21404208,4.21404208,4.98667004,90,90,119.9999975,156,P3m1,0.4962
mp-3524,LiPN2,10.1038/sdata.2015.53,Tetragonal,0.808354027,4.5238356,4.52383513,4.82018417,117.9862411,117.9862375,89.99999708,122,I-42d,0.4954
mp-614803,Cs2TeO3,10.1038/sdata.2015.53,Hexagonal,0.805724098,6.78976897,6.78976897,7.99909324,90,90,120.0000053,150,P321,0.49
mp-570485,SrAlSiH,10.1038/sdata.2015.53,Trigonal,0.695610636,4.22939071,4.22939071,4.964784,90,90,120.0000111,156,P3m1,0.485
mp-28295,CsIO3,10.1038/sdata.2015.53,Orthorhombic,0.628664909,4.66904371,6.60177417,6.61473721,90,90,90,31,Pmn2_1,0.4807
mp-976313,K3V(SO5)2,10.1038/sdata.2015.53,Monoclinic,0.33630597,7.39517,7.534476,10.23277004,76.2586239,90,90,4,P2_1,0.4297
mp-559847,Ag5P(S2Cl)2,10.1038/sdata.2015.53,Orthorhombic,1.39515,6.333508,6.45252596,7.487536,90,90,119.3916915,38,Amm2,0.4784
mp-28027,AsF3,10.1038/sdata.2015.53,Orthorhombic,0.418711219,5.06847827,6.76293413,7.15071229,90,90,90,33,Pna2_1,0.4775
mp-16855,K3Ta3Si2O13,10.1038/sdata.2015.53,Hexagonal,1.060373778,9.20529361,9.20529361,7.892929,90,90,119.9999972,189,P-62m,0.476
mp-29946,IO2F,10.1038/sdata.2015.53,Orthorhombic,0.64489,5.41972126,5.63637394,7.63987991,90,90,90,19,P2_12_12_1,0.4758
mp-22909,ZnCl2,10.1038/sdata.2015.53,Tetragonal,0.11219389,5.59512277,5.59512293,6.33020594,116.2276299,116.2276291,89.99998884,122,I-42d,0.4747
mp-980057,SrAlGeH,10.1038/sdata.2015.53,Trigonal,0.768014816,4.26579043,4.26579043,4.967268,90,90,120.0000066,156,P3m1,0.4738
mp-2961,MgSiP2,10.1038/sdata.2015.53,Tetragonal,0.315741684,5.71725605,5.71725588,6.50172776,116.0829584,116.0829658,90,122,I-42d,0.473
mp-554012,SClO2F,10.1038/sdata.2015.53,Orthorhombic,0.233575255,7.979478,9.34627,11.193833,90,90,90,29,Pca2_1,0.4717
mp-1016197,MgSiAs2,10.1038/sdata.2015.53,Tetragonal,0.14469,5.91231198,5.91231198,6.79028012,115.8076377,115.8076377,90,122,I-42d,0.4698
mp-5928,Al2CdS4,10.1038/sdata.2015.53,Tetragonal,0.225803767,5.58984342,5.58958624,6.44124407,115.713812,115.7195914,89.99999591,82,I-4,0.4688
mp-1079600,Cs2S3,10.1038/sdata.2015.53,Orthorhombic,0.242879147,6.74983851,6.74983851,8.21402104,90,90,109.9063709,36,Cmc2_1,0.4682
mp-5782,AlAgS2,10.1038/sdata.2015.53,Tetragonal,0.293869821,5.70249387,5.70249373,6.58843265,115.6432053,115.6432025,89.99999698,122,I-42d,0.4679
mp-4452,Cd(GaS2)2,10.1038/sdata.2015.53,Tetragonal,0.166413712,5.59116485,5.59116359,6.46595332,115.6170479,115.6170563,89.99999637,82,I-4,0.4676
mp-7906,Al2HgS4,10.1038/sdata.2015.53,Tetragonal,0.317172827,5.5758336,5.57583351,6.46451977,115.5478361,115.5478376,89.99999591,82,I-4,0.4668
mp-4809,Ga2HgS4,10.1038/sdata.2015.53,Tetragonal,0.230069485,5.5821893,5.58218991,6.48605319,115.4880266,115.4880353,90.00000499,82,I-4,0.4661
mp-14091,AlAgSe2,10.1038/sdata.2015.53,Tetragonal,0.224720854,5.97520594,5.97520573,6.94428435,115.4818107,115.4818173,90,122,I-42d,0.466
mp-4666,CdSiP2,10.1038/sdata.2015.53,Tetragonal,0.150038337,5.68722756,5.68722741,6.61208281,115.4715758,115.4715687,89.99999708,122,I-42d,0.4659
mp-5518,GaAgSe2,10.1038/sdata.2015.53,Tetragonal,0.218086222,5.98469527,5.9846958,6.9783925,115.3915441,115.3915519,90.00000316,122,I-42d,0.465
mp-3078,CdSiAs2,10.1038/sdata.2015.53,Tetragonal,0.243328012,5.91454681,5.91454657,6.9028195,115.3670317,115.3670236,90,122,I-42d,0.4647
mp-3159,Al2CdSe4,10.1038/sdata.2015.53,Tetragonal,0.14985775,5.80480399,5.80480447,6.78906361,115.3097197,115.3097464,89.99999678,82,I-4,0.464
mp-3038,Al2HgSe4,10.1038/sdata.2015.53,Tetragonal,0.218306661,5.81371898,5.81371942,6.80293156,115.2960159,115.2960281,90,82,I-4,0.4639
mp-3772,Cd(GaSe2)2,10.1038/sdata.2015.53,Tetragonal,0.104474379,5.80225749,5.80225784,6.80004481,115.2541234,115.2541131,90.00000003,82,I-4,0.4634
mp-4730,Ga2HgSe4,10.1038/sdata.2015.53,Tetragonal,0.136677991,5.80255655,5.80255767,6.81112617,115.211553,115.2115664,89.9999989,82,I-4,0.4629
mp-3668,CdGeP2,10.1038/sdata.2015.53,Tetragonal,0.150155932,5.75526835,5.75526741,6.78466166,115.096122,115.0961131,89.99999708,122,I-42d,0.4615
mp-20025,Mn(GaS2)2,10.1038/sdata.2015.53,Tetragonal,0.164439007,5.45265066,5.45276032,6.42786705,115.0917704,115.0926541,90,82,I-4,0.4615
mp-5012,Li2SiO3,10.1038/sdata.2015.53,Orthorhombic,1.229796554,4.6502353,5.35596672,5.37714504,119.8698007,90,90,36,Cmc2_1,0.4605
mp-19086,BaCoO2,10.1038/sdata.2015.53,Hexagonal,1.504327973,5.87493798,5.87493798,6.77497897,90,90,120.0000053,152,P3_121,0.4602
mp-7910,Al2HgTe4,10.1038/sdata.2015.53,Tetragonal,0.115689557,6.22638849,6.2263892,7.40470651,114.8620284,114.8620224,90.00000022,82,I-4,0.4588
mp-28264,RbH3O2,10.1038/sdata.2015.53,Orthorhombic,0.52601,4.22103543,5.83252371,5.93979116,90,90,111.2140494,36,Cmc2_1,0.4583
mp-4899,GaAgTe2,10.1038/sdata.2015.53,Tetragonal,0.175851649,6.34459901,6.34459832,7.56338656,114.7985035,114.7985109,89.99999708,122,I-42d,0.4581
mp-16337,Ga2HgTe4,10.1038/sdata.2015.53,Tetragonal,0.10861655,6.20321731,6.20321631,7.39926463,114.7827001,114.7826889,89.99999766,82,I-4,0.4579
mp-757836,BeH2SeO4,10.1038/sdata.2015.53,Orthorhombic,0.14807,5.718147,7.62828,7.952448,90,90,90,19,P2_12_12_1,0.4579
mp-19833,InAgS2,10.1038/sdata.2015.53,Tetragonal,0.26557413,5.87391029,5.87391033,7.05094022,114.615963,114.6159615,90,122,I-42d,0.456
mp-20554,InAgSe2,10.1038/sdata.2015.53,Tetragonal,0.20373,6.1357158,6.13571678,7.37402035,114.5845683,114.5845769,90,122,I-42d,0.4557
mp-4763,ZnSiP2,10.1038/sdata.2015.53,Tetragonal,0.116342186,5.37340672,5.37340623,6.46451592,114.5575976,114.5575955,89.99999708,122,I-42d,0.4553
mp-29091,Ti(CuS)4,10.1038/sdata.2015.53,Tetragonal,0.180090933,5.40855088,5.40855096,6.51468449,114.5259011,114.5259033,89.99999617,121,I-42m,0.455
mp-3595,ZnSiAs2,10.1038/sdata.2015.53,Tetragonal,0.198675947,5.60696307,5.60696269,6.75519731,114.5200014,114.5200071,89.99999708,122,I-42d,0.4549
mp-3228,HgSO4,10.1038/sdata.2015.53,Orthorhombic,0.340782098,4.7876809,4.83552278,6.64964392,90,90,90,31,Pmn2_1,0.4549
mp-861606,KLaSiSe4,10.1038/sdata.2015.53,Monoclinic,0.665301916,7.070461,6.89223,9.18392289,72.07586866,90,90,4,P2_1,0.3845
mp-5213,CdSnP2,10.1038/sdata.2015.53,Tetragonal,0.186208224,5.9310473,5.9310469,7.16485943,114.4499626,114.4499552,89.99999708,122,I-42d,0.4541
mp-1025377,Cd(AgI2)2,10.1038/sdata.2015.53,Tetragonal,0.44492,6.48685173,6.48685173,7.83992028,114.4378799,114.4378799,90,121,I-42m,0.454
mp-5350,Zn(GaS2)2,10.1038/sdata.2015.53,Tetragonal,0.101481622,5.30930751,5.30868997,6.42034509,114.4394435,114.4247911,89.99999591,82,I-4,0.454
mp-22304,Cd(InSe2)2,10.1038/sdata.2015.53,Tetragonal,0.170839455,5.94137732,5.94137856,7.19400332,114.3896237,114.3896315,90.00000229,82,I-4,0.4534
mp-20731,In2HgSe4,10.1038/sdata.2015.53,Tetragonal,0.206869494,5.93791869,5.93791959,7.20103987,114.34914,114.3491394,89.99999956,82,I-4,0.453
mp-4008,ZnGeAs2,10.1038/sdata.2015.53,Tetragonal,0.21275,5.67320071,5.67320074,6.89233046,114.302806,114.302801,89.99999708,122,I-42d,0.4524
mp-863754,KYSiS4,10.1038/sdata.2015.53,Monoclinic,0.34425611,6.6187653,6.4026797,8.59649188,72.37302679,90,90,4,P2_1,0.388
mp-643033,KPH2SO3,10.1038/sdata.2015.53,Monoclinic,0.443948455,4.5821475,4.5821475,6.01697029,76.94930241,76.94930241,88.14926909,8,Cm,0.3661
mp-22386,InAgTe2,10.1038/sdata.2015.53,Tetragonal,1.148328669,6.50627606,6.50627556,7.90980833,114.2852024,114.2851947,90,122,I-42d,0.4522
mp-5238,GaCuS2,10.1038/sdata.2015.53,Tetragonal,0.14097574,5.3141622,5.31416173,6.46453475,114.2691972,114.2691994,89.99999708,122,I-42d,0.4521
mp-8016,AlCuSe2,10.1038/sdata.2015.53,Tetragonal,0.114611398,5.58689573,5.58689546,6.79504529,114.2739936,114.2739933,90,122,I-42d,0.4521
mp-21374,Cd(InTe2)2,10.1038/sdata.2015.53,Tetragonal,0.131940538,6.36149982,6.36149983,7.74338398,114.2532129,114.25322,89.99999702,82,I-4,0.4519
mp-4979,AlCuS2,10.1038/sdata.2015.53,Tetragonal,0.130337546,5.28681599,5.28681607,6.43588438,114.2506722,114.250679,89.99999708,122,I-42d,0.4518
mp-19765,In2HgTe4,10.1038/sdata.2015.53,Tetragonal,0.153963584,6.35213157,6.3521319,7.73509375,114.2428253,114.2428246,89.99999714,82,I-4,0.4518
mp-3167,Hg2GeSe4,10.1038/sdata.2015.53,Tetragonal,0.245716183,5.77009073,5.77009095,7.03095806,114.2258546,114.2258645,89.99999815,82,I-4,0.4516
mp-11738,Na3PS3O,10.1038/sdata.2015.53,Orthorhombic,0.424473744,7.57406163,7.57406163,5.971021,90,90,101.1000915,36,Cmc2_1,0.4516
mp-6867,KCaCO3F,10.1038/sdata.2015.53,Hexagonal,0.477555148,5.16420276,5.16420276,4.507312,90,90,120.0000097,187,P-6m2,0.4512
mp-3839,GaCuTe2,10.1038/sdata.2015.53,Tetragonal,0.354005227,6.02531956,6.02532057,7.36921891,114.1305305,114.130525,89.99999708,122,I-42d,0.4505
mp-8311,Si3NiP4,10.1038/sdata.2015.53,Tetragonal,0.730345505,5.1683904,5.16839094,6.33440648,114.0768548,114.0768525,89.99999915,121,I-42m,0.4499
mp-10955,Sn(HgSe2)2,10.1038/sdata.2015.53,Tetragonal,0.20931653,5.87897512,5.87897438,7.21216668,114.0524964,114.0524974,90.00000149,82,I-4,0.4496
mp-22811,InCuSe2,10.1038/sdata.2015.53,Tetragonal,0.213827003,5.80599578,5.80599565,7.1296866,114.0272089,114.0272047,90,122,I-42d,0.4493
mp-13538,KPrSiSe4,10.1038/sdata.2015.53,Monoclinic,0.452516216,7.082194,6.870105,9.17922785,72.41942893,90,90,4,P2_1,0.384
mp-20832,Zn(InTe2)2,10.1038/sdata.2015.53,Tetragonal,0.103175667,6.20930516,6.20930563,7.63616275,113.9896971,113.9896923,89.9999981,82,I-4,0.4489
mp-22736,InCuS2,10.1038/sdata.2015.53,Tetragonal,4.016270262,5.52040493,5.52040489,6.79597938,113.9633403,113.9633435,90,122,I-42d,0.4486
mp-22607,Zn(InSe2)2,10.1038/sdata.2015.53,Tetragonal,0.142521084,5.74329487,5.74329452,7.09250194,113.8839152,113.8839141,90.00000101,82,I-4,0.4477
mp-4236,BaZnO2,10.1038/sdata.2015.53,Hexagonal,0.987933097,5.90980663,5.90980663,6.75263671,90,90,120.0000053,152,P3_121,0.4474
mp-10796,HgSeO4,10.1038/sdata.2015.53,Orthorhombic,0.873265692,4.93541574,5.01290296,6.81411956,90,90,90,31,Pmn2_1,0.4472
mp-8393,Tl3SbS3,10.1038/sdata.2015.53,Trigonal,0.478349985,6.11972639,6.11972639,6.11972639,104.3612151,104.3612151,104.3612048,160,R3m,0.4449
mp-28336,Li3P7,10.1038/sdata.2015.53,Orthorhombic,0.12726,7.61936257,9.79844322,10.48708764,90,90,90,19,P2_12_12_1,0.4448
mp-12011,KTbGeS4,10.1038/sdata.2015.53,Monoclinic,0.297390202,6.732678,6.559042,8.78293291,72.70971965,90,90,4,P2_1,0.3833
mp-23702,LiH2N,10.1038/sdata.2015.53,Tetragonal,0.276679031,4.93582519,4.93582403,6.17904506,113.5406925,113.5406812,89.99999578,82,I-4,0.4439
mp-6062,YAl3(BO3)4,10.1038/sdata.2015.53,Trigonal,1.650112364,5.93059769,5.93059769,5.9305973,104.280637,104.280637,104.2806467,155,R32,0.4428
mp-863755,KYGeS4,10.1038/sdata.2015.53,Monoclinic,0.473662309,6.711878,6.542131,8.70463875,72.6793638,90,90,4,P2_1,0.3789
mp-21097,KLaGeSe4,10.1038/sdata.2015.53,Monoclinic,0.273616744,7.125784,6.999672,9.20113688,72.3648222,90,90,4,P2_1,0.3723
mp-7446,Rb2S3,10.1038/sdata.2015.53,Orthorhombic,0.186723434,6.48285754,6.48285803,7.74630558,90,90,109.6338461,36,Cmc2_1,0.4409
mp-27367,SeOF2,10.1038/sdata.2015.53,Orthorhombic,0.600230526,5.50715117,6.08236604,7.55280572,90,90,90,29,Pca2_1,0.4406
mp-7449,Cs2Se3,10.1038/sdata.2015.53,Orthorhombic,0.210872028,7.07241643,7.07241689,8.38335134,90,90,110.9020801,36,Cmc2_1,0.4391
mp-861938,KLaSiS4,10.1038/sdata.2015.53,Monoclinic,0.7168993,6.6927193,6.61863342,8.69618627,72.70443087,90,90,4,P2_1,0.3692
mp-1078724,LiAsSe2,10.1038/sdata.2015.53,Monoclinic,1.465844053,5.57132216,5.62740254,6.82842642,110.7668337,114.0761635,90,9,Cc,0.4338
mp-9066,NaLi2AsO4,10.1038/sdata.2015.53,Orthorhombic,1.116625816,5.158396,5.349046,7.027483,90,90,90,31,Pmn2_1,0.4301
mp-15349,Li2GeO3,10.1038/sdata.2015.53,Orthorhombic,1.039842812,4.84326376,5.43711527,5.49982352,119.6235343,90,90,36,Cmc2_1,0.4285
mp-3338,NaGaO2,10.1038/sdata.2015.53,Orthorhombic,1.469616299,5.2849664,5.52109355,7.18927209,90,90,90,33,Pna2_1,0.4283
mp-7667,K2S3,10.1038/sdata.2015.53,Orthorhombic,0.208718613,6.22221904,6.22222088,7.41468415,90,90,108.3901689,36,Cmc2_1,0.4276
mp-28123,H7NF4,10.1038/sdata.2015.53,Trigonal,0.297731495,5.91167222,5.91167222,5.91167222,80.00984237,80.00984237,80.00985133,161,R3c,0.3261
mp-7447,Rb2Se3,10.1038/sdata.2015.53,Orthorhombic,0.294155122,6.76283582,6.76276458,7.98200732,90,90,109.3802845,36,Cmc2_1,0.4219
mp-181,KGa3,10.1038/sdata.2015.53,Tetragonal,0.150291053,6.23285871,6.23285833,8.57491528,111.3113385,111.311339,90.00000013,119,I-4m2,0.4202
mp-31493,RbGa3,10.1038/sdata.2015.53,Tetragonal,0.245528525,6.31483254,6.31483312,8.69416379,111.2947044,111.294695,90.00000156,119,I-4m2,0.42
