Material.ID,Formula,DOI,Crystal.System,Piezoelectric.Modulus,a,b,c,alpha,beta,gamma,Space.Group.Number,Space.Group.Symbol,CDM
mp-557632,K2LiBO3,10.1038/sdata.2015.53,Monoclinic,0.211536299,5.39578261,5.39578261,7.43993665,79.78317143,79.78317143,69.68548992,5,C2,0.6073
mp-30293,Sr2GeSe4,10.1038/sdata.2015.53,Orthorhombic,0.447413768,6.50904168,6.50904304,10.36699117,90,90,109.9892845,40,Ama2,0.8237
mp-554894,MgTlP(H6O5)2,10.1038/sdata.2015.53,Orthorhombic,0.651154606,6.142846,6.909106,11.366224,90,90,90,31,Pmn2_1,0.8223
mp-15339,Sr3As4,10.1038/sdata.2015.53,Orthorhombic,0.214376782,6.01943937,8.0524659,9.48208005,83.18655643,71.49354805,68.05206684,43,Fdd2,0.5938
mp-1103709,Rb2Cd(IBr)2,10.1038/sdata.2015.53,Orthorhombic,0.207797321,7.28989528,7.28989528,11.70306274,90,90,108.2003252,40,Ama2,0.8199
mp-19481,Rb2V(PO4)2,10.1038/sdata.2015.53,Orthorhombic,0.15486,7.04227672,9.08098296,12.86542746,90,90,90,19,P2_12_12_1,0.8148
mp-30294,Sr2SnS4,10.1038/sdata.2015.53,Orthorhombic,0.61852,6.36515585,6.36515459,10.06368682,90,90,109.964759,40,Ama2,0.8144
mp-5707,CsAsF4,10.1038/sdata.2015.53,Monoclinic,0.20108533,4.75925138,6.59627834,8.43724757,111.5063538,90,90,4,P2_1,0.8142
mp-864638,Ba2InBiS5,10.1038/sdata.2015.53,Orthorhombic,0.394672673,9.55251461,9.55251461,12.963836,90,90,154.5257352,36,Cmc2_1,0.8127
mp-699219,NaZnSiHO4,10.1038/sdata.2015.53,Orthorhombic,0.19603,5.224548,7.760763,9.496426,90,90,90,19,P2_12_12_1,0.8067
mp-10802,RbAs,10.1038/sdata.2015.53,Orthorhombic,0.22348,6.62238443,6.97180645,12.15360933,90,90,90,19,P2_12_12_1,0.8058
mp-644097,BaAlH5,10.1038/sdata.2015.53,Orthorhombic,0.979679622,5.10199353,7.06127914,9.23165635,90,90,90,33,Pna2_1,0.8032
mp-1102536,AlCuBr4,10.1038/sdata.2015.53,Tetragonal,0.27989,5.74471345,5.74471345,10.56516077,90,90,90,112,P-42c,0.8017
mp-540635,BaSn(GeO3)3,10.1038/sdata.2015.53,Hexagonal,0.158437875,7.02224923,7.02224923,10.394294,90,90,119.9999927,188,P-6c2,0.7971
mp-8491,LiInP2O7,10.1038/sdata.2015.53,Monoclinic,0.176635265,8.612938,4.992702,7.14919273,70.85144499,90,90,4,P2_1,0.7107
mp-13643,Er2Ge2O7,10.1038/sdata.2015.53,Tetragonal,0.113415,6.75820297,6.75820297,12.30430649,90,90,90,92,P4_12_12,0.7901
mp-14708,Tm2Ge2O7,10.1038/sdata.2015.53,Tetragonal,0.10524,6.73026885,6.73026885,12.2504591,90,90,90,92,P4_12_12,0.7899
mp-16839,Na3WN3,10.1038/sdata.2015.53,Monoclinic,0.473076775,8.76942691,8.76942691,6.36489057,69.16148602,69.16148602,77.45242311,9,Cc,0.5461
mp-541291,Na3MoN3,10.1038/sdata.2015.53,Monoclinic,0.644115217,8.7293376,8.7293376,6.32810381,69.28558477,69.28558477,77.14152636,9,Cc,0.5472
mp-8346,Lu2Ge2O7,10.1038/sdata.2015.53,Tetragonal,0.10183,6.68844815,6.68844815,12.15777031,90,90,90,92,P4_12_12,0.7883
mp-7440,NaP,10.1038/sdata.2015.53,Orthorhombic,0.34658,5.58246188,6.0007586,10.05371571,90,90,90,19,P2_12_12_1,0.786
mp-713,KAs,10.1038/sdata.2015.53,Orthorhombic,0.23646,6.44796365,6.70952004,11.64504492,90,90,90,19,P2_12_12_1,0.7858
mp-638731,LaCO3F,10.1038/sdata.2015.53,Hexagonal,1.531168992,7.29338279,7.29338279,4.973842,90,90,120.0000071,189,P-62m,0.785
mp-626620,RbHO,10.1038/sdata.2015.53,Orthorhombic,0.45414,5.7736274,5.7736274,4.20268733,90,90,138.2164856,36,Cmc2_1,0.7838
mp-18502,BaSi3SnO9,10.1038/sdata.2015.53,Hexagonal,0.236516618,6.83229745,6.83229745,9.991438,90,90,119.9999947,188,P-6c2,0.7815
mp-505702,Pb2CO4,10.1038/sdata.2015.53,Orthorhombic,0.1772,5.15487354,9.23428997,9.29770003,90,90,90,19,P2_12_12_1,0.7803
mp-8234,BaTe3,10.1038/sdata.2015.53,Tetragonal,0.26742,4.48622749,8.0766372,8.0766372,90,90,90,113,P-42_1m,0.7772
mp-29157,Si3P2Pt,10.1038/sdata.2015.53,Triclinic,0.443348896,4.86306707,5.49931364,8.10097196,91.49909619,93.48593771,108.026738,1,P1,0.776
mp-1287,KS,10.1038/sdata.2015.53,Hexagonal,0.101243549,8.51254391,8.51254349,5.84614012,90,90,120.0000074,189,P-62m,0.7759
mp-24468,H8S(NO2)2,10.1038/sdata.2015.53,Orthorhombic,0.178269103,5.93071333,7.94996618,10.49063509,90,90,90,33,Pna2_1,0.775
mp-625830,Zn(HO)2,10.1038/sdata.2015.53,Orthorhombic,0.21613,4.79450549,5.0421945,8.5447196,90,90,90,19,P2_12_12_1,0.7714
mp-10517,LiScP2O7,10.1038/sdata.2015.53,Monoclinic,0.390076266,8.521975,5.015229,7.11600187,71.08441612,90,90,4,P2_1,0.6925
mp-561664,TeF4,10.1038/sdata.2015.53,Orthorhombic,0.15578,5.27243883,6.19096135,9.31712309,90,90,90,19,P2_12_12_1,0.7702
mp-28108,Na4SnTe4,10.1038/sdata.2015.53,Orthorhombic,0.72258,8.6548127,8.81887442,15.33822482,90,90,90,19,P2_12_12_1,0.7612
mp-23904,BaH4O3,10.1038/sdata.2015.53,Orthorhombic,0.269504832,3.93115047,6.28136558,6.89446156,90,90,90,26,Pmc2_1,0.7563
mp-19103,LiCrP2O7,10.1038/sdata.2015.53,Monoclinic,0.440131422,8.183706,4.868328,7.00223732,71.5512234,90,90,4,P2_1,0.6776
mp-555321,BaNiF4,10.1038/sdata.2015.53,Orthorhombic,1.69027,4.176919,5.81080321,7.49534996,89.99851863,106.1786935,89.99999855,36,Cmc2_1,0.7537
mp-19294,LiFeP2O7,10.1038/sdata.2015.53,Monoclinic,0.443837464,8.07703221,4.82762213,6.96158233,70.54057685,90,90,4,P2_1,0.6698
mp-568556,Mg2B24C,10.1038/sdata.2015.53,Tetragonal,0.700417551,8.94822219,8.94822219,5.07730141,90,90,90,118,P-4n2,0.7525
mp-558917,LiMoIO6,10.1038/sdata.2015.53,Monoclinic,2.581792049,5.431923,5.502792,9.10741644,72.92736427,90,90,4,P2_1,0.6576
mp-3881,BaZnF4,10.1038/sdata.2015.53,Orthorhombic,1.51717,4.22420674,5.84499073,7.54530467,90,106.255604,90,36,Cmc2_1,0.748
mp-12804,SmAlSi,10.1038/sdata.2015.53,Tetragonal,1.061656854,4.17667647,4.17667722,7.82215648,105.4844983,105.4845001,89.99998895,109,I4_1md,0.7438
mp-11925,RbTa(CuSe2)2,10.1038/sdata.2015.53,Orthorhombic,0.25062,10.25263169,10.25263169,7.863221,90,90,147.4286383,40,Ama2,0.7423
mp-555560,CdTeMoO6,10.1038/sdata.2015.53,Tetragonal,0.21538,5.361574,5.361574,9.345559,90,90,90,113,P-42_1m,0.7395
mp-29845,CsHgCl3,10.1038/sdata.2015.53,Hexagonal,0.211048784,13.38700318,13.38700318,9.46966602,90,90,120.0000072,145,P3_2,0.7373
mp-17894,Rb3Sm(PS4)2,10.1038/sdata.2015.53,Monoclinic,0.130678347,6.895743,9.894428,11.8238784,89.32545826,90,90,4,P2_1,0.7331
mp-558102,KLiSi2O5,10.1038/sdata.2015.53,Monoclinic,0.36336642,4.874509,6.0847,8.30369295,86.56193316,90,90,4,P2_1,0.721
mp-30300,Cs3As5O9,10.1038/sdata.2015.53,Hexagonal,0.334231712,8.54949041,8.54949041,6.06818132,90,90,120.0000021,157,P31m,0.7329
mp-7324,KBePO4,10.1038/sdata.2015.53,Orthorhombic,0.312926556,4.988849,8.456819,8.624998,90,90,90,33,Pna2_1,0.7321
mp-8673,Li2SnTeO6,10.1038/sdata.2015.53,Orthorhombic,0.4951,5.013207,5.2849,8.636939,90,90,90,34,Pnn2,0.7312
mp-15998,RbV(CuS2)2,10.1038/sdata.2015.53,Orthorhombic,0.30464,9.66570965,9.66570965,7.489758,90,90,147.3992702,40,Ama2,0.7282
mp-1106233,KNb(CuS2)2,10.1038/sdata.2015.53,Orthorhombic,0.89998,9.59673894,9.59673894,7.430318,90,90,146.4119702,40,Ama2,0.7267
mp-556966,KSrVO4,10.1038/sdata.2015.53,Orthorhombic,0.10541,5.931481,7.555703,10.097979,90,90,90,19,P2_12_12_1,0.7264
mp-6599,KNb(CuSe2)2,10.1038/sdata.2015.53,Orthorhombic,1.07711,10.03200023,10.03200023,7.793591,90,90,146.827828,40,Ama2,0.7232
mp-7548,BaSe3,10.1038/sdata.2015.53,Tetragonal,0.26734,4.29675126,7.38597746,7.38597746,90,90,90,113,P-42_1m,0.7231
mp-9198,Fe(SiP)4,10.1038/sdata.2015.53,Triclinic,0.181682978,4.86847905,5.5376927,6.05465878,85.36806417,68.37631664,70.41003838,1,P1,0.4608
mp-644129,KNiPH2O5,10.1038/sdata.2015.53,Orthorhombic,1.74084,5.610276,8.36101402,9.54144701,89.99388533,90.00040254,90.00443644,31,Pmn2_1,0.7214
mp-27987,BrF5,10.1038/sdata.2015.53,Orthorhombic,0.224116588,4.80207753,4.80207736,7.73188891,90,90,96.84993357,36,Cmc2_1,0.7213
mp-14983,Si4P4Ru,10.1038/sdata.2015.53,Triclinic,0.183553345,4.94923406,5.64607356,6.17584892,85.53879648,68.26744556,70.67927682,1,P1,0.4601
mp-2340,Na2O2,10.1038/sdata.2015.53,Hexagonal,0.272077012,6.13536778,6.13536773,4.42487033,90,90,120.0000074,189,P-62m,0.7118
mp-18292,La4MnS6O,10.1038/sdata.2015.53,Hexagonal,0.430700892,9.5080546,9.5080546,6.865941,90,90,120.0000042,186,P6_3mc,0.7101
mp-18625,KPSe6,10.1038/sdata.2015.53,Orthorhombic,0.200803505,6.93128146,11.58309762,11.76013317,90,90,90,29,Pca2_1,0.7091
mp-16841,La4MnSe6O,10.1038/sdata.2015.53,Hexagonal,0.39402517,7.136577,9.83651,9.83651869,119.9999892,90,90,186,P6_3mc,0.7038
mp-16787,K2V3O8,10.1038/sdata.2015.53,Tetragonal,0.860525238,8.87855816,8.87855816,5.25271081,90,90,90,100,P4bm,0.703
mp-6376,KV(CuS2)2,10.1038/sdata.2015.53,Orthorhombic,0.74424,9.41910168,9.41910168,7.434625,90,90,146.6546378,40,Ama2,0.7011
mp-27824,PICl6,10.1038/sdata.2015.53,Tetragonal,0.18808,5.68064054,9.55077568,9.55077568,90,90,90,113,P-42_1m,0.6965
mp-560688,K4V5CdClO15,10.1038/sdata.2015.53,Tetragonal,0.951809592,9.252605,9.252605,5.511307,90,90,90,75,P4,0.6948
mp-6181,NaNb(CuS2)2,10.1038/sdata.2015.53,Orthorhombic,11.85421,9.67046718,9.67046718,7.672986,90,90,146.3692335,40,Ama2,0.6932
mp-546757,Sn3PO4F3,10.1038/sdata.2015.53,Trigonal,0.933903676,7.1999035,7.1999035,7.19990343,115.3734196,115.3734196,115.3734177,146,R3,0.6929
mp-12177,Te2O5,10.1038/sdata.2015.53,Monoclinic,1.247026019,4.71663094,5.39747983,7.97540373,104.1764817,90,90,4,P2_1,0.6883
mp-567177,KNb(AgSe2)2,10.1038/sdata.2015.53,Orthorhombic,0.786914214,10.44310925,10.44310925,8.324363,90,90,145.8160177,40,Ama2,0.6853
mp-1019531,BaAl2Si3(NO)4,10.1038/sdata.2015.53,Orthorhombic,0.30797,7.41806058,7.41806058,9.579231,90,90,134.1745939,36,Cmc2_1,0.6853
mp-4117,Li2Si2O5,10.1038/sdata.2015.53,Orthorhombic,1.113020463,4.76947858,5.79075704,7.85954847,111.6163473,89.99658948,90.00923973,37,Ccc2,0.6838
mp-18463,RbZnPO4,10.1038/sdata.2015.53,Monoclinic,0.398395461,5.498631,9.002978,9.09152541,89.81496977,90,90,4,P2_1,0.6773
mp-14873,K4Nb8Si(P2O17)2,10.1038/sdata.2015.53,Tetragonal,0.827201797,10.781159,10.781159,6.52508,90,90,90,115,P-4m2,0.6755
mp-9710,Sr2Si5N8,10.1038/sdata.2015.53,Orthorhombic,0.17892,5.70778879,6.83934074,9.3306169,90,90,90,31,Pmn2_1,0.6736
mp-571288,KTa(AgSe2)2,10.1038/sdata.2015.53,Orthorhombic,0.379620805,10.42076555,10.42076555,8.375799,90,90,145.5920486,40,Ama2,0.6733
mp-559256,La4S3NCl3,10.1038/sdata.2015.53,Hexagonal,0.267802057,9.45658727,9.45658727,7.0206786,90,90,119.9999954,186,P6_3mc,0.6732
mp-239,BaS3,10.1038/sdata.2015.53,Tetragonal,0.41852,4.21601149,6.95195505,6.95195505,90,90,90,113,P-42_1m,0.673
mp-690687,Ag2H2IOF,10.1038/sdata.2015.53,Monoclinic,0.150754205,7.907066,4.860775,6.50505793,88.80959964,90,90,4,P2_1,0.6656
mp-28769,K(SnSe2)2,10.1038/sdata.2015.53,Monoclinic,0.286975472,6.54474582,7.53098825,10.12353492,88.07968974,71.1407716,84.04968828,8,Cm,0.5573
mp-9711,Ba2Si5N8,10.1038/sdata.2015.53,Orthorhombic,0.294525903,5.79253309,6.98324848,9.39654482,90,90,90,31,Pmn2_1,0.6639
mp-1345,CaP,10.1038/sdata.2015.53,Hexagonal,0.137062048,7.65361331,7.65361271,5.72148439,90,90,120.0000074,189,P-62m,0.6639
mp-7931,SrP,10.1038/sdata.2015.53,Hexagonal,0.151129924,8.08553955,8.0855402,6.04697283,90,90,120.0000074,189,P-62m,0.6633
mp-6081,Ba2Ti(SiO4)2,10.1038/sdata.2015.53,Tetragonal,0.986830351,8.56085271,8.56085271,5.23975282,90,90,90,100,P4bm,0.6618
mp-27171,Hg2P2S7,10.1038/sdata.2015.53,Monoclinic,0.64756889,5.97474886,6.24427178,8.3185046,103.0053842,89.99999993,118.5821606,5,C2,0.6609
mp-1078823,Cs2Zr(AgTe2)2,10.1038/sdata.2015.53,Orthorhombic,0.12228,8.40743337,8.40743337,6.61764724,90,90,133.6058672,21,C222,0.6608
mp-28189,FeSeCl7,10.1038/sdata.2015.53,Triclinic,0.417714862,6.40545263,8.32638524,9.90748033,85.65871016,76.9446699,83.16015565,1,P1,0.5613
mp-540998,FeTeBr7,10.1038/sdata.2015.53,Triclinic,0.451563197,6.88643785,8.96598961,10.64418092,85.52433347,77.07846564,82.99483166,1,P1,0.5603
mp-558387,TeOF2,10.1038/sdata.2015.53,Monoclinic,1.217635664,5.27117916,5.56567584,8.21176812,90,90,97.31544831,4,P2_1,0.6507
mp-974650,Re2S2O13,10.1038/sdata.2015.53,Orthorhombic,0.503773512,6.01135661,8.41402598,9.6376327,90,90,90,32,Pba2,0.6472
mp-18168,TlZnPO4,10.1038/sdata.2015.53,Monoclinic,0.42637775,5.46880089,8.71798923,8.81326175,89.28406854,90,90,4,P2_1,0.6469
mp-23326,Ca4Cl6O,10.1038/sdata.2015.53,Hexagonal,0.113924022,9.06582934,9.06583706,6.8636178,90,90,120.0000074,186,P6_3mc,0.6469
mp-6289,Ba2Ti(GeO4)2,10.1038/sdata.2015.53,Tetragonal,3.07186,8.848398,8.848398,5.487203,90,90,90,100,P4bm,0.6457
mp-28546,Eu4Cl6O,10.1038/sdata.2015.53,Hexagonal,0.170067888,9.41781303,9.41853864,7.14233016,90,90,120.0000074,186,P6_3mc,0.6446
mp-17698,K6CdTe4,10.1038/sdata.2015.53,Hexagonal,0.370859023,11.08842632,11.08899271,8.41077158,90,90,120.0000074,186,P6_3mc,0.6443
mp-23063,Ba4Cl6O,10.1038/sdata.2015.53,Hexagonal,0.234891394,10.0626972,10.06266232,7.63848225,90,90,120.0000074,186,P6_3mc,0.6433
mp-558310,BaLi2SiO4,10.1038/sdata.2015.53,Hexagonal,0.812593823,8.18338449,8.18338449,10.763525,90,90,120.000004,185,P6_3cm,0.6412
mp-23321,Sr4Cl6O,10.1038/sdata.2015.53,Hexagonal,0.173800903,9.50175624,9.50173389,7.23811139,90,90,120.0000074,186,P6_3mc,0.6385
mp-540997,FeTeCl7,10.1038/sdata.2015.53,Triclinic,0.109442701,6.58310207,8.47568307,10.05893972,85.72148216,77.04444603,82.56803471,1,P1,0.5458
mp-18578,TlZnAsO4,10.1038/sdata.2015.53,Monoclinic,0.358788563,5.64759888,8.92299006,8.96109253,88.8497899,90,90,4,P2_1,0.637
mp-15572,Na3Ca3AlAs4,10.1038/sdata.2015.53,Hexagonal,0.638781262,9.47509974,9.47509974,7.232764,90,90,119.9999982,186,P6_3mc,0.6357
mp-642740,CsLi(H2N)2,10.1038/sdata.2015.53,Hexagonal,0.41152,6.50275473,6.50275473,8.510759,90,90,120.0000074,180,P6_222,0.6345
mp-555218,Ba4Br6O,10.1038/sdata.2015.53,Hexagonal,0.219580845,10.45154849,10.45154839,7.991392,90,90,119.9999932,186,P6_3mc,0.6335
mp-17161,K6CdO4,10.1038/sdata.2015.53,Hexagonal,0.13828777,8.66748218,8.66749077,6.63122184,90,90,120.0000074,186,P6_3mc,0.6327
mp-11175,LiZnPS4,10.1038/sdata.2015.53,Tetragonal,0.186470195,6.13202561,6.13202561,6.13202561,123.3361278,123.3361278,84.31268468,82,I-4,0.6215
mp-14782,Na6MnTe4,10.1038/sdata.2015.53,Hexagonal,0.346851038,10.03276867,10.03267787,7.68020482,90,90,120.0000074,186,P6_3mc,0.6319
mp-542168,Cs2CoSiO4,10.1038/sdata.2015.53,Orthorhombic,0.135391088,7.06261948,10.91877394,8.232891,90,90,78.62758452,36,Cmc2_1,0.5773
mp-510519,Rb2V3O8,10.1038/sdata.2015.53,Tetragonal,0.714987894,8.90220296,8.90220296,5.59632702,90,90,90,100,P4bm,0.6288
mp-556049,Sr4Br6O,10.1038/sdata.2015.53,Hexagonal,0.186747203,9.90887484,9.90884559,7.60409786,90,90,119.9999932,186,P6_3mc,0.6286
mp-23558,Ag2BiO3,10.1038/sdata.2015.53,Orthorhombic,1.399796329,6.06333258,6.2857069,9.61819304,90,90,90,34,Pnn2,0.6282
mp-8479,Tl4SiS4,10.1038/sdata.2015.53,Monoclinic,0.694179316,7.65600529,8.55694573,8.55694597,83.74687821,72.58965561,72.58965734,9,Cc,0.4203
mp-696946,BaSn2(HO2)2,10.1038/sdata.2015.53,Monoclinic,0.345023824,5.894117,7.309077,7.66501825,71.87118746,90,90,4,P2_1,0.5132
mp-18246,K6MnTe4,10.1038/sdata.2015.53,Hexagonal,0.227212942,10.95917052,10.95917747,8.44833417,90,90,120.0000074,186,P6_3mc,0.6224
mp-14780,Na6MnSe4,10.1038/sdata.2015.53,Hexagonal,0.369387576,9.32781398,9.32782372,7.1927678,90,90,120.0000074,186,P6_3mc,0.622
mp-5114,K6HgS4,10.1038/sdata.2015.53,Hexagonal,0.434986468,10.0079242,10.00791753,7.718865,90,90,119.9999932,186,P6_3mc,0.6217
mp-29910,Sr4I6O,10.1038/sdata.2015.53,Hexagonal,0.118746363,10.56574492,10.56572017,8.16286932,90,90,120.0000074,186,P6_3mc,0.6194
mp-1190842,Rb6HgS4,10.1038/sdata.2015.53,Hexagonal,0.265070998,10.40068525,10.40068464,8.03712992,90,90,120.0000074,186,P6_3mc,0.6191
mp-8389,Na6ZnS4,10.1038/sdata.2015.53,Hexagonal,0.460261225,8.87355742,8.87354888,6.86111426,90,90,119.9999932,186,P6_3mc,0.6183
mp-5055,Na6MnS4,10.1038/sdata.2015.53,Hexagonal,0.25425064,8.94110545,8.94110649,6.92517508,90,90,119.9999932,186,P6_3mc,0.616
mp-12240,Na2LiBe2F7,10.1038/sdata.2015.53,Tetragonal,1.525795,7.698566,7.698566,4.896432,90,90,90,113,P-42_1m,0.6142
mp-557391,Na2Ca2(CO3)3,10.1038/sdata.2015.53,Orthorhombic,0.235922734,6.5357139,6.5357139,4.9468035,90,90,114.5066537,38,Amm2,0.6129
mp-28377,CsGeI3,10.1038/sdata.2015.53,Triclinic,0.673098659,8.7067327,6.12808183,6.06593398,92.17638737,135.8628261,86.96676119,160,R3m,0.6005
mp-29909,Ba4I6O,10.1038/sdata.2015.53,Hexagonal,0.171190986,11.02837175,11.02873013,8.56574089,90,90,120.0000074,186,P6_3mc,0.6122
mp-18481,K6MnSe4,10.1038/sdata.2015.53,Hexagonal,0.322388417,10.24963186,10.24963734,7.96926077,90,90,120.0000074,186,P6_3mc,0.6108
mp-556653,Cd2BiAsO6,10.1038/sdata.2015.53,Orthorhombic,0.907422384,7.52959588,7.52959588,5.528247,90,90,108.1301297,36,Cmc2_1,0.6077
mp-12171,K6MgO4,10.1038/sdata.2015.53,Hexagonal,0.137627591,8.44923324,8.44926331,6.58430833,90,90,120.0000074,186,P6_3mc,0.6077
mp-721896,H4CSN2,10.1038/sdata.2015.53,Orthorhombic,0.451814644,5.4821687,7.58369397,8.5252925,90,90,90,26,Pmc2_1,0.6073
mp-19,Te,10.1038/sdata.2015.53,Hexagonal,2.200437733,4.60135165,4.60135339,5.900062,90,90,120,152,P3_121,0.6067
mp-23297,BrF3,10.1038/sdata.2015.53,Orthorhombic,1.053630427,4.62311058,4.62311079,6.22369746,90,90,109.8932358,36,Cmc2_1,0.6055
mp-1078908,Ca2CdP2,10.1038/sdata.2015.53,Orthorhombic,0.742481687,8.29689299,8.29689299,7.07489764,90,90,150.6827625,36,Cmc2_1,0.6047
mp-5784,Na2GeO3,10.1038/sdata.2015.53,Orthorhombic,0.955230831,4.86383585,6.2067041,6.24892531,119.7767594,90,90,36,Cmc2_1,0.6034
mp-18244,K6MnS4,10.1038/sdata.2015.53,Hexagonal,0.322109185,9.85162435,9.85161611,7.70603713,90,90,120.0000074,186,P6_3mc,0.6026
mp-6955,KGeNO,10.1038/sdata.2015.53,Orthorhombic,0.152397801,5.291175,5.81047,8.19225,90,90,90,29,Pca2_1,0.6007
mp-9007,Na6P4W,10.1038/sdata.2015.53,Hexagonal,0.438010584,9.10023576,9.100237,7.13122511,90,90,119.9999932,186,P6_3mc,0.6001
mp-10097,Na3Sr3GaAs4,10.1038/sdata.2015.53,Hexagonal,0.524536732,9.69215573,9.69215573,7.601422,90,90,119.9999982,186,P6_3mc,0.599
mp-31408,Al4(B2O5)3,10.1038/sdata.2015.53,Trigonal,0.226707688,6.93571311,6.93571311,6.93571271,110.7539558,110.7539585,110.7539518,146,R3,0.597
mp-10096,Na3Sr3GaP4,10.1038/sdata.2015.53,Hexagonal,0.473939261,9.43028716,9.43028716,7.407446,90,90,119.9999941,186,P6_3mc,0.5969
mp-19926,La2Be2GeO7,10.1038/sdata.2015.53,Tetragonal,0.24084,7.67910542,7.67910542,4.95593186,90,90,90,113,P-42_1m,0.5959
mp-6564,Sr2MgSi2O7,10.1038/sdata.2015.53,Tetragonal,0.18363,8.09718,8.09718,5.22654,90,90,90,113,P-42_1m,0.5957
mp-14415,Pr2Be2GeO7,10.1038/sdata.2015.53,Tetragonal,0.27885,7.673646,7.673646,4.956525,90,90,90,113,P-42_1m,0.5949
mp-14416,Sm2Be2GeO7,10.1038/sdata.2015.53,Tetragonal,0.27647,7.565533,7.565533,4.890554,90,90,90,113,P-42_1m,0.5939
mp-1191240,Sr2ZnSi2O7,10.1038/sdata.2015.53,Tetragonal,0.15191,8.097701,8.097701,5.240277,90,90,90,113,P-42_1m,0.5925
mp-541040,Y2Be2GeO7,10.1038/sdata.2015.53,Tetragonal,0.335865,7.461308,7.461308,4.833438,90,90,90,113,P-42_1m,0.5912
mp-20778,Dy2Be2GeO7,10.1038/sdata.2015.53,Tetragonal,0.361415,7.44772,7.44772,4.825475,90,90,90,113,P-42_1m,0.591
mp-4533,Na2SiO3,10.1038/sdata.2015.53,Orthorhombic,0.580739503,4.78317068,6.05644892,6.05749411,119.9943025,90,90,36,Cmc2_1,0.5896
mp-12902,ErAgTe2,10.1038/sdata.2015.53,Tetragonal,0.66249,4.62398843,7.1131833,7.1131833,90,90,90,113,P-42_1m,0.5868
mp-972387,Sr2MgGe2O7,10.1038/sdata.2015.53,Tetragonal,0.175995,8.264165,8.264165,5.372788,90,90,90,113,P-42_1m,0.5867
mp-510279,ZnAsHPbO5,10.1038/sdata.2015.53,Orthorhombic,0.29681,6.198404,7.810005,9.475793,90,90,90,19,P2_12_12_1,0.5867
mp-12904,HoAgTe2,10.1038/sdata.2015.53,Tetragonal,0.68695,4.64161863,7.12925411,7.12925411,90,90,90,113,P-42_1m,0.5848
mp-557070,Ca2BiAsO6,10.1038/sdata.2015.53,Orthorhombic,0.544607385,7.56076929,7.56076929,5.607456,90,90,106.7039483,36,Cmc2_1,0.5828
mp-9077,Nd2Be2SiO7,10.1038/sdata.2015.53,Tetragonal,0.469745,7.51823,7.51823,4.906344,90,90,90,113,P-42_1m,0.5819
mp-6215,AgHgAsS3,10.1038/sdata.2015.53,Monoclinic,1.248467612,6.59009171,6.59009171,7.85117914,78.09616262,78.09616262,118.9152513,9,Cc,0.5127
mp-12903,YAgTe2,10.1038/sdata.2015.53,Tetragonal,0.25168,4.67484568,7.15729248,7.15729248,90,90,90,113,P-42_1m,0.5808
mp-6655,Y2Be2SiO7,10.1038/sdata.2015.53,Tetragonal,0.575975,7.349378,7.349378,4.801364,90,90,90,113,P-42_1m,0.5805
mp-17392,Sr2ZnGe2O7,10.1038/sdata.2015.53,Tetragonal,0.215275,8.257759,8.257759,5.400839,90,90,90,113,P-42_1m,0.5791
mp-4024,DyAgTe2,10.1038/sdata.2015.53,Tetragonal,0.71332,4.67198298,7.14200866,7.14200866,90,90,90,113,P-42_1m,0.5788
mp-554381,Ca2VBiO6,10.1038/sdata.2015.53,Orthorhombic,0.623665766,7.53600562,7.53600562,5.607182,90,90,106.493539,36,Cmc2_1,0.5768
mp-3551,TbAgTe2,10.1038/sdata.2015.53,Tetragonal,0.7379,4.69124901,7.15698056,7.15698056,90,90,90,113,P-42_1m,0.5763
mp-18935,K2V(PO4)2,10.1038/sdata.2015.53,Tetragonal,0.379241097,8.42097,8.42097,5.536622,90,90,90,100,P4bm,0.5724
mp-863261,Sr2CdAs2,10.1038/sdata.2015.53,Orthorhombic,0.568030383,8.78287867,8.78287867,7.66288762,90,90,150.5436702,36,Cmc2_1,0.5724
mp-760729,Ca2Ga2Si(HO4)2,10.1038/sdata.2015.53,Tetragonal,0.136064757,7.82560442,7.82560442,7.82560442,109.4001109,109.4001109,109.613534,82,I-4,0.5684
mp-23151,Na4BeAlSi4ClO12,10.1038/sdata.2015.53,Tetragonal,0.191331776,7.62803,7.62803,7.62803,110.1744625,110.1744625,108.0737107,82,I-4,0.5682
mp-1019518,Ba2CaSi4(BO7)2,10.1038/sdata.2015.53,Tetragonal,0.151525,9.39175882,9.39175882,9.39175882,107.8866258,107.8866258,112.6891311,121,I-42m,0.5674
mp-23959,KP(HO2)2,10.1038/sdata.2015.53,Orthorhombic,0.168702881,6.27981441,6.27981468,6.26890168,107.5086973,107.5086954,113.5371956,43,Fdd2,0.5672
mp-23667,RbP(HO2)2,10.1038/sdata.2015.53,Orthorhombic,0.150854518,6.4577439,6.45774361,6.47894064,108.164753,108.1647582,111.9904942,43,Fdd2,0.5668
mp-9338,Ba2MgSi2O7,10.1038/sdata.2015.53,Tetragonal,0.11929,5.42935621,8.21514987,8.21514987,90,90,90,113,P-42_1m,0.5658
mp-9808,Rb3NbO8,10.1038/sdata.2015.53,Tetragonal,0.58166,6.41841142,6.41841146,6.41841174,103.2858432,112.649655,112.6496607,121,I-42m,0.5641
